      Unnamed: 0                                                        product_name product_price     weight            category                EAN date_added                                  uuid          removed product_code
595          595                                         Aspen Faux Fur Throw - Teal        £15.00       0.97            homeware      7756261572628 2004-03-11  d3fff718-74fc-46b8-9189-4e4647f4e0de  Still_avaliable  D0-7717082S
823          823                                             Tromso 2 Tier Shoe Rack        £40.00       15.5            homeware      7183149800526 2004-03-17  af69f2ec-e8ea-4625-a69a-dbd9fe1f85ae  Still_avaliable  L4-0405084P
1791        1791                                  Pataks Original Basmati Pilau 250g         £0.69       0.25      food-and-drink      2332712987521 2004-03-21  ed0fc261-130f-41cf-a9c6-ef0678460f2b  Still_avaliable  V0-6902319F
800          800                              Microplush Geo Rug 110 x 160cm - Blush        £19.99       1.47            homeware      4654733243836 2004-04-06  8acaa133-c421-4a55-84b0-047e10dba920          Removed  I9-5092808E
1812        1812                                     Blue Dragon Egg Fried Rice 250g         £0.69       0.25      food-and-drink      7469144708990 2004-04-07  7a609bf0-8ab1-477e-8aad-fc0993381711  Still_avaliable  d9-8318763V
41            41                                             Electronic Ball Blaster        £25.00     11.076      toys-and-games      8362596500336 2004-04-14  52b0de79-0a0a-4669-9043-53c774772ab4  Still_avaliable  C8-2195382O
425          425                                                 Lokken Shoe Storage        £38.00       14.8            homeware      2796237292919 2004-04-18  d16c5846-0231-41a8-9eb9-f45fa98019ba  Still_avaliable   u0-844366n
1490        1490               Goodmans Textured 2 Slice Toaster - Black & Rose Gold        £22.00        1.1            homeware      9745042168196 2004-04-24  44fa5ab4-d141-467d-941b-1c0307b7dabe  Still_avaliable  m0-2139175d
1826        1826                    Darwin Oak Effect Laminate Flooring 2.47sqm Pack        £22.23       15.0                 diy      2300233854769 2004-04-27  6215b2bc-cfe1-4485-9cf6-0d75cc5c23a4  Still_avaliable  p7-8369016p
1808        1808                             King Pot Noodle Chicken & Mushroom 114g         £1.10      0.114      food-and-drink      9109591923093 2004-04-29  ac4bd412-b6bb-48a0-8b37-00a83198b9bc  Still_avaliable  T3-2935177c
1754        1754                              Fox's Chocolatey Biscuit Selection Tin         £4.25      0.365      food-and-drink      1727127568556 2004-05-10  39998172-a855-42e6-9fb5-59926c57164d  Still_avaliable  u8-6996960h
698          698                        Goodmans Wireless Charging Alarm Clock Radio        £30.00       0.74            homeware      7919503791335 2004-05-19  3f79bd0a-7a1d-4797-bc30-b0efd2c22730  Still_avaliable  I0-1146408B
1659        1659                                                Nestle Cheerios 300g         £1.29        0.3      food-and-drink      7104880683988 2004-05-21  739cd358-4c30-4be2-9e0d-56bd7073cb55  Still_avaliable   p9-106440J
414          414                                            Tromso 1 Tier Wide Shelf        £15.00        2.4            homeware      7539995069899 2004-07-03  789daf3f-3536-40ef-9cf4-27aefa9802c1  Still_avaliable  Y3-8272803M
1452        1452                               Roma Boucle Panel 54 x 86" - Charcoal        £25.00       1.32            homeware      1116845822123 2004-07-13  0908a154-b813-4ab1-b031-bd904973b2c9  Still_avaliable  Z5-6201886p
1316        1316                                Luna Waffle Double Duvet Set - Black        £18.00       1.75            homeware       733842699131 2004-08-06  7b0e62a7-1d15-4e5b-83e9-e10f46a761ef  Still_avaliable  s7-1654523S
669          669                                        Dried Black Bunny Tail Bunch         £6.00      0.026            homeware      1194161004393 2004-08-23  0e208efd-bd50-4f4e-b1d8-90ae171d3c1a  Still_avaliable   K6-618563n
201          201                                   5 Surprise Mini Toy Brand Capsule         £5.99       0.08      toys-and-games      8818140044721 2004-08-26  519ac97b-a0a5-4941-8122-534866f0a84c  Still_avaliable  H1-1526568f
168          168                                            Zuru X Shot - Max Attack        £10.00        0.9      toys-and-games        81370202140 2004-09-06  de432085-1a6e-4cc1-8879-15559c62cb91  Still_avaliable  p0-5032994d
588          588                     Heritage Collection Aspen Faux Fur Throw - Mink        £16.00       0.97            homeware      9536261592530 2004-10-12  3ab9696f-9c88-434c-8b6f-a14f58aa7c39          Removed  k3-9106445w
1839        1839                       Home Essentials Reusable Corner Rug Grips 8pk         £2.99      0.115                 diy      3678524742941 2004-10-14  f62e1cf6-73b4-4a7d-bc9a-470255613f4f          Removed  J6-3538860U
198          198                                              WWE Edge Action Figure         £6.99       0.16      toys-and-games      7229188720859 2004-10-19  94e172ea-5797-40eb-aa9a-3987048e562e  Still_avaliable  l9-1689831y
195          195                   Lamborghini Aventador Remote Control Car - Orange        £25.00       1.25      toys-and-games      4704147106514 2004-11-01  6d1ed814-648b-4d3b-9692-0e9e83837de9  Still_avaliable  C3-9946091b
390          390                                    Pedigree Christmas Gift Box 512g         £4.00      0.512                pets      2035283964501 2004-11-25  5bd5c5fe-b4f2-4998-aef8-233dd4aed2b5  Still_avaliable  P7-2304998Q
193          193                                  Nerf Elite 2.0 Ranger PD-5 Blaster        £12.99      0.354      toys-and-games      6922960202994 2004-12-14  07871970-14a0-4bc9-8c74-f21b15d6398f  Still_avaliable   V0-463637X
1291        1291                                  Luna Waffle King Duvet Set - Black        £20.00        2.1            homeware       261652245281 2005-01-09  cf1d9b6d-fb41-4d6c-a3a5-dcb1a0782faf  Still_avaliable  e9-6712458N
1785        1785                              Cadbury Dairy Milk Caramel Nibbles 95g         £1.25      0.095      food-and-drink      5297771346320 2005-01-28  fe2c0e58-1b4c-4ca0-bccc-454b32200632  Still_avaliable  t4-6241711G
1834        1834                               UniBond No More Nails Click & Fix 30g         £5.99       0.03                 diy       972534995193 2005-02-21  caba2f0f-e1c6-41ac-93db-15b172fa1d0a  Still_avaliable  W5-0028619U
1618        1618                      Zed Candy Mixed Case Minis 50g - Mini Gumballs         £1.00       0.05      food-and-drink      8959633703432 2005-03-01  d14e17fb-ce78-49a0-aef4-63c99d618591  Still_avaliable  E8-2553783J
1272        1272                         Aspen Blue Check Double Duvet Set with Pipe        £15.00        1.2            homeware      2689419387759 2005-03-08  66ad7d46-3640-411d-b897-d9f1ebd91efe  Still_avaliable  K7-6604137i
911          911                                  Micro Plush Rug 60 x 110cm - Black        £12.00       0.52            homeware      5400228425879 2005-03-09  55a6206a-dde9-4f46-9679-c4ff6da1ee04  Still_avaliable  k6-2283101R
1633        1633                                      Maynards Wine Gums Juices 130g         £1.00       0.13      food-and-drink      9026113844073 2005-03-13  f906f58a-80fe-4e2b-b0bb-c993719d89d7  Still_avaliable  Z5-2096565b
768          768                                  Maine Bathroom Storage Unit - Grey        £12.00        3.4            homeware      5499244930597 2005-03-27  7395495d-93e0-4e43-a62c-91d6da8324bc  Still_avaliable  V0-4395610M
1703        1703                                                  Heinz Ketchup 570g         £2.00       0.57      food-and-drink      8378782320336 2005-03-27  1789bae7-aa44-4703-9e7e-d0fd72d649cf  Still_avaliable  N5-0303045U
120          120                               Cards Against Humanity Family Edition        £26.99       1.21      toys-and-games      4704892707899 2005-04-15  c8e8e306-231c-408c-aefa-1a2cb1f7254c          Removed  v5-7518429i
1795        1795                                              Pastazara Spirali 500g         £0.75        0.5      food-and-drink      3270781555908 2005-04-21  009c2c8e-b6f6-4cec-aaca-cd4f8aa9bd2d  Still_avaliable  V9-8624606X
478          478                       Coco Stripe Jacquard Double Duvet Set - Green        £25.00       1.95            homeware      3592133789183 2005-04-24  b377903c-dcc7-4171-91ea-368df6a45009  Still_avaliable  g4-9072001Q
158          158                                       LEGO Marvel Spider-Man Figure        £24.99       0.32      toys-and-games      4736215213145 2005-04-25  b5829d69-976f-4d69-85b2-9326e11e740f  Still_avaliable  s6-1648493d
1666        1666                          Fry's Turkish Delight Cherry Mini Bars 7pk         £1.00      0.105      food-and-drink      2356925587545 2005-05-11  d963c74c-6422-4639-a734-e312a6f75a71  Still_avaliable  x6-2023099x
1253        1253                                              Blush Vase with Pampas        £10.00       0.55            homeware      3028353800549 2005-05-19  f4889ca7-2098-4c38-ab0b-4f8b55eb3556  Still_avaliable  d3-1046802A
451          451                           Tromso Square Multi-Section Shelf - Black        £12.00        1.4            homeware      6009171979775 2005-05-21  8ce105bf-5c05-4fd5-8e2d-4c7a3e6498f0  Still_avaliable  x0-7102719C
8              8                                         Peppa Pig 3D Walkie Talkies        £12.99       0.38      toys-and-games      9155372675699 2005-05-26  a6c23718-0e25-4419-8018-600c44e5e3df  Still_avaliable  i4-2651057I
904          904                             Shimmer Metallic Rug 60 x 110cm - Blush        £20.00       1.68            homeware      1396857120558 2005-05-27  52f4cbb0-b9d8-44a0-aea1-13003233f5b7  Still_avaliable  z4-7344049s
710          710                       Willow Lace Tie Top Voile 55 x 90" - Charcoal        £12.00       0.47            homeware      2110005777413 2005-06-03  aee2ff0d-a123-455e-9908-698e09758015  Still_avaliable  M1-2893401n
32            32                                    Love & Hugs Party Hair Pack 15pc        £12.99       0.98      toys-and-games      8955189795723 2005-06-22  ad3bb626-7e06-4c51-abee-81446951fe0e  Still_avaliable  X9-2624620g
756          756                                               Maine Under Sink Unit        £40.00        9.4            homeware      4768030357544 2005-06-22  9e9bca1f-75d0-4cc2-b26a-a2a4ee219bcb  Still_avaliable  c7-8841787R
496          496                       Fleur Green King Duvet Set with Contrast Pipe        £17.00       1.59            homeware      8008991294783 2005-06-26  29e057f2-43c6-425f-bec8-418215c95bc2  Still_avaliable  J4-8522310U
476          476                    Alba Natural Home Geo Double Duvet Set with Pipe        £15.00        1.2            homeware      3945668867725 2005-06-28  c3b5881c-75c8-4f79-9904-02a0ba5b45c4          Removed  q4-8864671M
1772        1772                                                       Munchies 216g         £2.00      0.216      food-and-drink      1080274350451 2005-06-29  25a9c633-dc66-41b8-bde2-1e1e49e61c28  Still_avaliable  o7-7856684F
1440        1440                                 Norsk High Gloss Under Sink Cabinet        £45.00       12.8            homeware      8078333184584 2005-07-15  b801a8dc-bf3d-4aa7-bf77-7a9552c63675  Still_avaliable  r6-6964354E
1123        1123                                         Dinner Candle Stick Holders         £4.00      0.165            homeware      1532962439059 2005-07-25  13d45433-c95b-4e0e-981f-6ebcef94ef10  Still_avaliable  U1-6468870Z
1382        1382                                            Pleated Cushion - Silver        £10.00       0.19            homeware      1474081727283 2005-07-29  4f63d4f9-1fce-49a4-ba63-51bd53c04940  Still_avaliable  k2-7939927F
1517        1517                               Sahara Tassels Rug 60 x 110cm - Cream        £15.00       1.65            homeware       215048954035 2005-08-03  e7ddc0cd-ef9d-4de4-bf89-786eb65232a5  Still_avaliable  l9-0743897W
1723        1723                     Thorntons Pearls Salted Caramel Chocolates 167g         £3.50      0.167      food-and-drink      4540944907431 2005-08-10  6295b3d1-f9e6-4108-939b-0fc9e5b54ec1  Still_avaliable  d4-9727229l
336          336                             POW Grillers Flame Grilled Style - Ribs         £2.69      0.115                pets      6253249247062 2005-08-15  a6d92396-6da3-4065-9ac9-635cb2aaace7  Still_avaliable   D9-626214k
1676        1676                           Nescafe Dolce Gusto - Latte Machiato 16pk         £3.69   16 x 10g      food-and-drink      8057338051145 2005-08-23  07aa6951-d029-46ed-8a63-12e3ba9db4b7          Removed  C4-9106468S
67            67                                        Hot Wheels Shark Transporter        £12.99       0.45      toys-and-games      7550045347309 2005-10-03  b80573d1-a541-46db-ad18-2a929bd7d7ce          Removed   g6-788110q
585          585                           Lokken 3 Drawer Desk with Shelving - Grey        £60.00       33.0            homeware      4213457895389 2005-10-07  52b56f45-3755-407a-8a25-ff7cdd9e02dd  Still_avaliable  f0-6805786y
175          175                                         Zuru X-Shot Dread - Warzone        £12.00        0.7      toys-and-games       246533341450 2005-11-11  4945f854-9e9d-47d3-ae49-38fcbcdff9db  Still_avaliable  L0-3544346X
225          225                                                    Dino Transporter        £12.99       0.42      toys-and-games      3364515780909 2005-11-11  20219cf3-0ecf-4008-88d3-ab44d7609e61  Still_avaliable  c9-7335263r
271          271                                    Hobby World Clear PVA Glue - Red         £1.50      0.365  sports-and-leisure       409926668378 2005-11-14  b53bc3fc-4353-4702-9e25-c82c3a567266  Still_avaliable  L9-3714684q
1463        1463                           Kent Woven Blackout Panel 54 x 86" - Sage        £25.00       1.56            homeware      5237181964318 2005-11-30  1af06c7e-6d7a-429f-8c75-0239dd84924f  Still_avaliable  D7-3744949o
0              0                         FurReal Dazzlin' Dimples My Playful Dolphin        £39.99        1.6      toys-and-games      7425710935115 2005-12-02  83dc0a69-f96f-4c34-bcb7-928acae19a94  Still_avaliable  R7-3126933h
732          732               Oakland Traditional Woven Grey Check Curtain 46 x 72"        £24.99       1.72            homeware      2391901307526 2005-12-29  5831b9b4-6305-470b-aeab-769290793d37  Still_avaliable  c5-6999749Z
351          351                    Doggie Delights Dog Treats 190g - Chicken Strips         £2.00       0.16                pets      3231078514336 2006-01-02  339df24f-ccde-4681-9b27-9db3ab6a3afe  Still_avaliable  I2-7456957I
214          214                                          Light Up Army Hideout Tent        £22.00        1.9      toys-and-games      4632644191729 2006-01-06  8209da03-bc15-4a86-8aa7-40200595f9dd  Still_avaliable  t6-7551269S
1              1                                 Tiffany's World Day Out At The Park        £12.99       0.48      toys-and-games       487128731892 2006-01-09  712254d7-aea7-4310-aff8-8bcdd0aec7ff  Still_avaliable  C2-7287916l
1456        1456                           Highland Woven Check Panel 54 x 86" - Red        £20.00       1.09            homeware      7881170665045 2006-01-10  2e2c1798-7e3c-43ea-bb67-f373f4c74eb0  Still_avaliable  P6-3012515h
1604        1604                          Malt-O-Meal Marshmallow Mateys Cereal 320g         £2.19       0.32      food-and-drink      5845572805463 2006-01-21  0b3520d9-beb4-466e-9ae6-a00fed766be1          Removed  f1-2655664A
1731        1731                            McVities Victoria Biscuit Selection 550g         £4.00       0.55      food-and-drink       679194421269 2006-02-05  71ff4890-bbe5-4aaf-883f-97d225e8a9c6  Still_avaliable  p8-1856692H
869          869                        Glow in the Dark Fairy 9 Tub Storage Drawers        £25.00       12.0            homeware       650548630315 2006-02-14  9cfc2aac-6c21-4041-a389-98df97545d69  Still_avaliable  L1-5145447W
1232        1232                                                   Cream Ribbed Vase         £8.00      0.856            homeware       626724500994 2006-02-21  5aae8268-6379-427d-8861-325f5106118f  Still_avaliable  z2-7184027O
1626        1626                 Werther's Original Vanilla Cream Soft Caramels 125g         £1.00      0.125      food-and-drink      5895414929079 2006-03-03  cb1f3c82-46df-4734-ad53-67199e66d289  Still_avaliable  x2-6322778V
1512        1512                                      Maya Woven Jute Rug 1m - Black        £15.00        1.5            homeware      4341522957691 2006-03-04  dd00f891-5ab0-46b3-8228-13989d8f3d93  Still_avaliable  l3-9065715n
1011        1011                                   Maine 3 Tier Ladder Shelf - White        £15.00        2.7            homeware      3258036455517 2006-03-12  4024e430-09e2-45ac-9832-8b335eafdfe9  Still_avaliable  u6-3008720O
1713        1713                         The Modern Gourmet Hot Sauce Challenge 206g         £5.00      0.206      food-and-drink      3088873249709 2006-03-17  24adb7b1-f9b3-449e-845f-ef649d9b81fd  Still_avaliable  P3-1702039s
81            81                         Disney Frozen Petite Adventure Gift Set 5pk        £30.99        0.8      toys-and-games      6201565200636 2006-03-23  3efb6c05-0155-49fe-afcb-a27db5695247  Still_avaliable  z6-5492111k
302          302                                     Pedigree Dog Food in Jelly 12pk         £4.49  12 x 100g                pets      3928398867180 2006-03-27  28625483-3723-4eaa-9f14-a1a16affbed8  Still_avaliable  C5-0179057G
1645        1645              The Skinny Cookie Co Sugar Free Choc Chip Cookies 230g         £1.00       0.23      food-and-drink       878443516248 2006-04-09  08eacc34-f301-4330-a935-55a1a1713f9a  Still_avaliable  L5-1148288A
1487        1487                   Goodmans Diamond Glass Kettle - White & Rose Gold        £30.00       1.05            homeware      7674444787150 2006-04-18  34962c14-1698-498a-95cb-9bffee557556  Still_avaliable  D4-7833942T
744          744      Versailles Silver Crushed Velvet Fully Lined Curtains 46 x 54"        £25.00        1.7            homeware      7127918315316 2006-04-22  10352bc0-4225-45a8-a710-a981c168a94e  Still_avaliable  s0-8728110k
1453        1453                                  Roma Boucle Panel 54 x 86" - Cream        £25.00       1.32            homeware      7316766348922 2006-05-03  abf21389-cab6-4811-9a4f-697ff6dbd538  Still_avaliable   s8-877456Y
365          365                    Fisherman's Dog Treats 100g - Mini Salmon Slices         £1.99        0.1                pets      2138862015233 2006-05-30  6293e710-ed07-42c1-b933-c4f2fc6a4c8d  Still_avaliable  z2-1921525p
665          665                                           Moon Trinket Dish - Green         £2.00      0.155            homeware      4171590625549 2006-06-19  4edf0a9e-1763-42ad-8ede-7b78d9a180ec  Still_avaliable  W9-3035619c
1566        1566                    Skin Techniques Gold Hydrogel Collagen Face Mask         £1.00       0.06   health-and-beauty      3129676850003 2006-07-03  83a20785-e455-4f33-adc7-e3019e29dacc  Still_avaliable  e1-7537380L
79            79                            Paw Patrol Chase & Marshall Track Patrol        £19.99        1.4      toys-and-games      7800664491175 2006-07-07  dfdb505b-5f8c-4477-953d-d8b3c50cdd73  Still_avaliable  q6-6969580o
1289        1289                                       Lara Double Duvet Set - Black        £20.00       1.55            homeware      2119734885833 2006-07-09  02d1dbf6-1e39-4fbd-bc4b-d4f203dfa1a5  Still_avaliable  m9-5937913O
684          684                                               Apple Decorations 6pk         £5.00     0.0105            homeware      3984296796090 2006-07-18  0d7a68b4-2129-4d00-ae1e-7e48735cc2ed  Still_avaliable  w5-6777421C
1700        1700                             John West Pink Salmon in Brine 3 x 132g         £3.99   3 x 132g      food-and-drink      4758183010205 2006-07-19  6f5b78f6-02cd-4ef1-ba53-678109bf9294  Still_avaliable   L5-106382J
181          181                                  Zuru X-Shot Last Stand - Game Over        £22.00        0.9      toys-and-games      6783552674076 2006-07-28  a8a4ea83-c122-4397-88b8-fc644b82036e  Still_avaliable  S2-6691941s
1562        1562                                   Just Balmy 2D Wall's Lip Balm Set         £4.00     3 x 2g   health-and-beauty      1151910730323 2006-07-30  6330007c-a70b-41b3-a048-fb38c258d169  Still_avaliable  R9-8669060I
572          572                                Michigan Coat Rack With Shoe Storage        £40.00       10.5            homeware      6225235238439 2006-08-17  f7205cd4-81f6-4335-b857-48a5bdd4b449  Still_avaliable  E9-8334746x
719          719                                Amber Textured Voile 55 x 90" - Grey         £8.00       0.28            homeware      4919203103479 2006-08-18  c0fcb295-ed29-469e-8f0c-ed5b906a09c3  Still_avaliable  t3-4264013d
1425        1425                                  Hanging Frame with Pressed Flowers         £3.00      0.184            homeware      9193548197095 2006-09-08  6b9adf6d-6b3a-472e-8771-6a95b3d3c949  Still_avaliable  o4-3127166E
31            31                                                     Baff Bombz 20pk        £12.99       1.15      toys-and-games       716993343313 2006-09-09  29ffef07-0379-4edc-bf37-f75fcf8c9366  Still_avaliable  t8-6507415K
645          645                       Karina Bailey Velvet Dining Chairs 2pk - Grey        £60.00       13.7            homeware      9662667098052 2006-09-12  b3efbadb-fbd2-4583-913d-2ed97c78bbf9  Still_avaliable  i9-8376377q
1852        1852                                      Beldray Telescopic Ladder 2.9m        £69.00        9.4                 diy      8518402353072 2006-10-07  cfe701da-6493-4a7f-83cf-9aab1650f689  Still_avaliable  i6-2851854w
206          206                                 Zuru X-Shot Turbo Fire Foam Blaster        £15.00       0.96      toys-and-games      9739296854271 2006-10-23  b321a368-7e9f-4927-aa1b-5a1974691dc1  Still_avaliable  r3-0521594A
860          860                                       Space Dinosaur Table & Chairs        £35.00        6.9            homeware      2014859627316 2006-11-15  663a120d-b9e0-4c52-aa72-49101c3456dd  Still_avaliable  p2-5618786N
1401        1401                                    Esme Stripe Woven Cushion - Mono        £14.00       0.34            homeware      8658228006544 2006-11-22  6d8cdd0c-ed45-4478-b34e-ac086755c4b0  Still_avaliable  N3-9339345y
137          137                                      LEGO Technic McLaren Senna GTR        £34.99       0.98      toys-and-games      7041688536637 2006-11-26  5e78a455-9c76-4958-be6a-dcce17e1c540  Still_avaliable  f9-2739620i
1169        1169                                     Lokken 4 Tier Ladder Shelf Unit        £40.00       11.6            homeware      1788089397608 2006-11-29  6c82f481-4c7a-4d39-828c-3c4b1638b58c  Still_avaliable   i0-106112C
337          337                           POW Grillers Flame Grilled Style - Kebabs         £2.69      0.115                pets      5574873070521 2006-11-29  a55eba84-be81-4331-972e-8b9f479eca61  Still_avaliable  n9-4696709X
1094        1094                                                Aspen Cushion - Teal         £8.00      0.296            homeware      6693837899592 2006-12-08  13f5ada0-97a5-44c7-9667-9a1652ec995d  Still_avaliable   Q6-129878C
253          253                         LEGO Technic Ducati Panigale V4 R Motorbike        £36.49       0.88      toys-and-games      8021413049655 2006-12-17  919a6dd9-9866-4775-b16d-87f2ee805d14  Still_avaliable  N5-2042057y
854          854                                Deco Glamour Drinks Trolley - Silver        £20.00        6.3            homeware      6860829715103 2006-12-29  575cba9d-2fe5-4fa9-9fe2-322e56182574  Still_avaliable  H7-0784243D
1047        1047                                   Pleated Velvet Cushion - Charcoal         £8.00       0.21            homeware      2942102213187 2006-12-31  3fa38f7e-6f77-414e-ba79-da807aa8241c  Still_avaliable  O8-8831294Y
554          554                                      Bleached Flowers in Amber Vase         £8.00      0.282            homeware      7102615450331 2007-01-06  d9bf563e-a5d6-4ea6-8304-8b71af394b19  Still_avaliable  y9-9527431C
1421        1421                                              Dried Grass LED Candle         £6.00      0.422            homeware      7170030170318 2007-01-12  d4acd7da-45d4-49a2-95e4-7286ea344b2b  Still_avaliable  O3-8437332I
1273        1273                   Lennox Honesty Leaf King Navy Duvet Set with Pipe        £17.00       1.59            homeware      3758823636582 2007-01-15  48480057-9bd7-4c9c-a360-4568ccf49d34  Still_avaliable  r9-6716318y
1095        1095                                    Maddison Chevron Cushion - Ochre        £10.00       0.35            homeware      7055875224771 2007-01-30  9183eb2c-7c5d-41e3-ae7e-5a88f2387299  Still_avaliable  M5-5751809j
5              5                                        Cocomelon Magnetic Scribbler        £12.99       0.91      toys-and-games      9022505507373 2007-02-07  cdd568e3-9657-412b-b3a6-52f6adff966b  Still_avaliable  g3-7974400s
313          313                                   Cheese Bone Dog Chew 160g - Large         £7.99       0.16                pets      5811410058179 2007-02-14  feccb2c3-65ad-499c-8c18-1b337bd8a783  Still_avaliable   X7-442535f
1796        1796                   Batchelors Pasta 'n' Sauce Cheese, Leek & Ham 99g         £0.75      0.099      food-and-drink      7931029962020 2007-03-15  e526ece6-9802-4bc2-80c1-fe1f8eaa1c3f  Still_avaliable  v4-0317563V
1357        1357                                             Red Twist Pillar Candle         £2.50       0.32            homeware      4966272227438 2007-03-26  ac7d6a5f-a198-4a4e-bdd0-09e38d21b9d5  Still_avaliable   C9-208417s
1491        1491                         Russell Hobbs Honeycomb Kettle 1.7L - White        £25.00        1.1            homeware      4601949888535 2007-04-06  9cce81d6-98fa-499d-9957-1ac3a7669872  Still_avaliable  F4-2799271q
1782        1782                                       Terry's Segsations Pouch 360g         £3.50       0.36      food-and-drink      6811085862056 2007-04-08  fef9f410-dc4c-4acc-be83-95ba3cb8d029  Still_avaliable  t6-7799310b
1665        1665                          Oreo Original - Let it Snow With Oreo 440g         £3.00       0.44      food-and-drink      7544226593685 2007-04-16  9a4b240f-ec9d-4b75-87d1-11819b4c8857  Still_avaliable  o1-2736687J
1354        1354                                            Green Dinner Candles 4pk         £2.50       0.22            homeware      8678217972636 2007-04-23  a6fc85c6-b690-46f3-a944-70e32825cef5  Still_avaliable  R2-0327533y
1205        1205                                 Karina Bailey Drinks Trolley - Gold        £25.00        3.9            homeware      7145655263103 2007-04-24  965d5a5f-2488-485c-9a4b-e25634ececce          Removed   Y4-061932P
1246        1246                                       Donut Vase with Dried Flowers        £15.00       0.33            homeware      7433261805627 2007-05-16  9b9e0cf8-89d6-4a8b-b1a3-2b63cd93bc62  Still_avaliable  h9-7375779E
21            21                                          Carnival Coin Push Machine        £12.99       0.71      toys-and-games      1202239854778 2007-05-16  cf76b3da-fb26-41b7-a155-af3681429fda  Still_avaliable  Y1-0776845n
1827        1827                Wykeham Walnut Effect Laminate Flooring 2.47sqm Pack        £10.00       15.0                 diy      7507031159330 2007-06-11  bd967f50-0e0b-4bf9-96f3-5e09e52f11d5  Still_avaliable  V4-5522568P
249          249                                        CoComelon Puzzle Playmat Set        £12.99      0.492      toys-and-games      5744908738775 2007-06-22  6c2b467a-6837-4bb5-b562-4da4678c52bb  Still_avaliable  z1-4456287q
766          766                            Norsk High Gloss Bathroom Mirror Cabinet        £32.00        6.0            homeware      3420613509351 2007-06-26  a9662911-ec33-4be5-b768-7bd482033e1e  Still_avaliable  m8-9847805j
335          335                           POW Grillers Flame Grilled Style - T Bone         £2.69      0.115                pets      6522737264233 2007-06-29  dbf3e466-3fc4-4518-8222-bf8c3c51c08b  Still_avaliable   n1-391116G
372          372                              Reward Dog Treats 700g - Crunchy Bones         £3.25        0.7                pets      7952393612748 2007-07-01  03f01676-7c4e-46e9-ba82-33790d54857a  Still_avaliable  z7-7049475q
1280        1280                  Coco Mono Stripe Jacquard Double Duvet Set - Black        £25.00       1.95            homeware      9973094498248 2007-07-14  a0d0b2b8-cbbb-4d72-afe0-2326662f5f8a  Still_avaliable  W4-7277342Z
1611        1611                                                 Skittles Pouch 152g         £1.00      0.152      food-and-drink      5062208218712 2007-08-09  00b020ed-4573-454c-b0a0-fbf3b0fe5a4b  Still_avaliable  t8-5577486X
1511        1511                                    Maya Woven Jute Rug 1m - Natural        £15.00        1.5            homeware        65302650124 2007-08-31  32281408-d09d-4542-b303-1e7a344d7d20  Still_avaliable  x6-9368559Q
156          156                          LEGO Harry Potter - Hogwarts Hospital Wing        £34.99      0.627      toys-and-games      5594485799160 2007-09-05  c8344d28-1b8f-4e18-a130-25cfdf00ebc3  Still_avaliable  Z3-1704652m
761          761                                             Bjorn Undersink Cabinet        £40.00       12.0            homeware      9276239043090 2007-09-08  9fa68e8a-36b9-4a55-b421-b3bae6fdba66  Still_avaliable  f7-4424861H
847          847                                                Tromso Folding Table        £14.00        2.9            homeware      4909377314672 2007-09-23  7cc9abb8-da3c-4013-8554-c2300dd4c433  Still_avaliable  w6-8223493O
1464        1464                          Kent Woven Blackout Panel 54 x 86" - Black        £25.00       1.56            homeware      5312195430308 2007-09-24  b725aad8-dc04-4897-83a1-9a0c23a44621  Still_avaliable  f9-5276627S
369          369                               Scooby Snacks Drumstick Delights 700g         £3.25        0.7                pets      3965428278264 2007-09-28  500d5a84-ac46-43a3-bac4-470a60527bbb  Still_avaliable  X7-2906832O
183          183                                   Zuru X-Shot Last Stand - Graffiti        £22.00        0.9      toys-and-games      5732409934437 2007-10-08  a93169b7-de4f-4722-9634-163ac2cc5d6f  Still_avaliable  p3-4483211k
1770        1770                              Baileys Chocolate Covered Caramels 90g         £2.00       0.09      food-and-drink      3077718809369 2007-10-20  648705f7-c6fa-4665-b24b-83770019a230  Still_avaliable  V8-4538742u
176          176                                           Zuru X-Shot Dread - K.O.!        £12.00        0.7      toys-and-games       884412277058 2007-10-30  6e201a70-bd5c-4dec-b4d3-678216d33845  Still_avaliable  X3-0926343O
507          507                 Roma Brushed Herringbone Double Duvet Set - Natural        £20.00        1.1            homeware      4622326308156 2007-11-22  e92a591e-aa60-4477-beb9-71aa7d625952  Still_avaliable  G4-2863878y
925          925                                 Lush Paradise Gold Stacking Animals         £2.00       0.57            homeware      9998964414937 2007-11-28  ce6caf9c-d3e6-4768-aead-0e0689c952f5  Still_avaliable  p7-0037173N
601          601                                    Silentnight Washable Pillows 4pk        £20.00       2.28            homeware      6366841237765 2007-12-18  cdbb9efa-81a8-43a9-8c01-603c87c69098  Still_avaliable  u0-2086028e
4              4                                             Cosatto Cosy Dolls Pram        £30.00       1.91      toys-and-games      7142740213920 2007-12-23  7945b657-cb02-4cc5-96cf-f65ed0a8f235  Still_avaliable  B6-2596063a
1465        1465                           Cambridge Blackout Panel 54 x 86" - Black        £14.99        0.8            homeware      6725642870166 2007-12-25  60f88750-96a6-489e-b25b-f4b86272963c  Still_avaliable  e1-1035806Y
1574        1574                                         Warburtons Seeded Loaf 800g         £1.70        0.8      food-and-drink      8586166830238 2007-12-27  d1221eb6-7061-45fd-935a-19a7aa4b4b24  Still_avaliable  x6-3615702i
